name,nFunctions,nCoroutines,nChannels,nClasses,should,error,actual,detected,loopy
test609,5,1,2,3,true,KotlinCompileError,false,false,false
test610,2,5,4,1,false,NoError,true,true,true
test611,3,5,2,0,true,NoError,true,true,true
test612,5,3,3,2,true,NoError,true,true,false
test613,3,2,4,1,true,NoError,true,true,false
test614,1,4,4,3,true,NoError,true,true,false
test615,5,2,5,0,false,NoError,false,true,true
test616,1,3,5,0,false,NoError,false,false,false
test617,2,1,4,3,false,NoError,true,true,false
test618,2,1,1,1,false,NoError,false,false,false
test619,4,4,1,0,false,NoError,false,false,false
test620,4,3,5,2,false,NoError,true,false,true
test621,4,2,1,1,true,NoError,false,false,false
test622,1,5,5,1,false,NoError,true,true,false
test623,5,1,1,3,true,NoError,true,true,false
test624,4,2,2,2,true,NoError,true,false,true
test625,2,5,5,2,true,NoError,true,true,true
test626,3,2,3,1,true,NoError,true,true,false
test627,1,2,5,3,false,NoError,false,true,true
test628,5,5,2,0,true,NoError,true,true,false
test629,3,5,5,2,false,NoError,false,true,false
test630,5,2,5,2,false,NoError,false,false,true
test631,5,5,3,3,true,NoError,true,true,false
test632,4,2,4,0,true,GraphError,true,false,false
test633,2,4,3,0,true,NoError,true,true,false
test634,1,2,5,0,true,NoError,true,false,false
test635,2,4,1,0,false,NoError,false,false,true
test636,2,2,2,3,false,NoError,false,false,false
test637,4,2,5,2,true,NoError,true,true,false
test638,1,2,4,1,false,NoError,false,false,true
test639,5,5,4,0,true,GraphError,true,false,false
test640,1,1,3,1,false,KotlinCompileError,false,false,false
test641,1,1,4,1,false,WriteToPromError,true,false,false
test642,3,2,4,2,true,NoError,true,true,false
test643,3,3,2,1,false,NoError,false,false,true
test644,2,3,4,0,true,GraphError,true,false,false
test645,4,4,3,1,true,NoError,true,true,false
test646,1,4,4,3,false,NoError,true,true,true
test647,5,3,3,1,true,NoError,true,true,false
test648,2,3,4,2,true,NoError,false,false,true
test649,3,3,3,2,false,NoError,false,true,true
test650,1,3,2,0,true,NoError,true,true,false
test651,5,3,5,2,false,NoError,false,true,true
test652,3,3,2,2,true,NoError,true,true,false
test653,2,2,2,0,false,NoError,false,true,true
test654,5,1,5,0,true,NoError,true,true,false
test655,4,5,1,3,false,NoError,false,true,false
test656,3,1,4,0,true,NoError,true,true,false
test657,2,5,3,3,false,KotlinCompileError,false,false,true
test658,5,1,1,0,false,NoError,false,true,true
test659,5,2,1,1,true,NoError,true,false,false
test660,5,1,2,0,true,NoError,true,true,false
test661,3,4,2,1,true,NoError,true,true,false
test662,2,1,4,1,false,NoError,false,false,false
test663,1,3,5,2,false,KotlinCompileError,false,false,true
test664,4,1,4,3,false,NoError,false,false,false
test665,2,5,5,3,false,NoError,true,true,true
test666,2,2,2,2,false,NoError,false,true,true
test667,5,3,1,2,true,NoError,true,false,true
test668,5,5,3,0,false,NoError,false,true,true
test669,4,2,4,3,false,NoError,false,false,true
test670,2,5,4,3,true,NoError,false,false,false
test671,1,3,2,3,false,NoError,false,false,false
test672,3,5,1,1,true,NoError,true,true,false
test673,5,5,5,2,false,KotlinCompileError,false,false,false
test674,4,1,4,3,false,NoError,true,true,true
test675,3,2,4,3,true,NoError,true,true,false
test676,2,4,5,2,false,NoError,false,false,true
test677,2,2,5,1,true,NoError,true,true,false
test678,5,5,1,1,true,NoError,true,true,false
test679,1,3,5,3,true,NoError,true,true,false
test680,2,3,5,3,true,NoError,true,true,true
test681,4,1,3,3,true,NoError,true,true,false
test682,5,2,1,1,true,NoError,true,true,false
test683,2,1,1,2,false,NoError,false,true,true
test684,1,2,2,2,false,NoError,true,true,true
test685,4,3,1,0,true,GraphError,true,false,false
test686,5,3,5,3,false,NoError,false,false,false
test687,2,1,3,2,false,NoError,false,true,true
test688,4,1,2,2,false,NoError,true,true,false
test689,1,2,3,2,false,NoError,true,true,true
test690,4,1,2,3,true,NoError,true,true,false
test691,5,5,5,1,true,NoError,false,false,false
test692,3,3,2,1,true,NoError,true,true,false
test693,5,2,2,0,false,NoError,false,false,true
test694,3,2,3,1,true,NoError,true,true,false
test695,4,4,4,3,false,NoError,true,false,true
test696,5,4,2,0,true,NoError,false,false,true
test697,5,4,4,3,true,KotlinCompileError,false,false,false
test698,3,3,3,1,false,NoError,true,false,false
test699,5,1,1,2,true,NoError,false,false,true
test700,3,3,4,3,false,NoError,false,true,true
test701,5,1,3,3,false,NoError,false,true,true
test702,3,5,3,3,true,KotlinCompileError,false,false,false
test703,1,5,4,0,true,KotlinCompileError,false,false,false
test704,1,3,5,0,true,NoError,true,true,false
test705,2,3,2,3,true,NoError,false,false,false
test706,3,2,1,2,false,NoError,false,true,true
test707,2,3,4,0,true,NoError,false,false,false
test708,4,1,3,1,true,NoError,true,true,false
test709,5,2,3,0,false,NoError,true,true,true
test710,1,4,1,0,true,NoError,true,true,false
test711,4,4,5,3,true,KotlinCompileError,false,false,false
test712,2,5,1,3,true,NoError,false,false,false
test713,3,3,4,2,false,NoError,true,true,true
test714,5,4,3,3,false,NoError,false,false,false
test715,1,2,1,1,false,NoError,false,false,false
test716,3,1,2,2,true,NoError,true,true,false
test717,4,1,1,2,false,NoError,false,false,false
test718,5,1,5,0,true,NoError,true,false,false
test719,2,5,4,0,false,NoError,false,true,true
test720,4,4,3,1,true,NoError,true,true,false
test721,3,1,2,3,true,NoError,true,true,true
test722,3,5,5,2,true,NoError,true,true,false
test723,3,5,5,0,false,NoError,true,true,true
test724,4,3,3,1,false,NoError,false,false,true
test725,2,4,5,2,true,NoError,true,true,false
test726,1,1,3,0,false,NoError,true,true,false
test727,3,1,4,3,true,NoError,false,false,false
test728,3,5,4,3,false,NoError,false,false,true
test729,1,1,1,1,true,NoError,false,false,false
test730,4,2,4,2,false,NoError,true,true,true
test731,5,5,4,2,false,KotlinCompileError,false,false,true
test732,1,5,5,0,false,NoError,true,true,false
test733,5,5,4,2,true,NoError,true,true,false
test734,1,3,2,2,false,NoError,true,true,true
test735,4,4,3,3,false,InvalidModelError,true,false,true
test736,4,4,2,0,false,NoError,false,true,true
test737,5,4,1,0,true,GraphError,false,false,false
test738,1,5,1,1,true,NoError,true,true,false
test739,5,5,1,0,true,KotlinCompileError,false,false,false
test740,2,4,1,2,false,NoError,false,true,true
test741,2,2,4,0,true,NoError,true,true,false
test742,3,4,4,1,true,NoError,true,true,false
test743,3,2,1,0,true,NoError,false,false,false
test744,5,2,3,0,false,NoError,false,true,false
test745,5,1,3,1,false,InvalidModelError,false,false,true
test746,4,5,5,0,false,NoError,false,true,false
test747,4,3,5,3,true,GraphError,true,false,false
test748,1,1,4,0,false,NoError,true,true,true
test749,2,2,1,3,true,NoError,false,false,true
test750,3,3,5,1,false,KotlinCompileError,false,false,false
test751,1,4,5,0,true,NoError,true,true,false
test752,3,4,5,0,true,NoError,true,true,false
test753,1,4,1,3,true,NoError,false,false,true
test754,4,5,5,0,false,NoError,true,true,false
test755,1,3,2,2,false,NoError,false,false,true
test756,2,1,3,1,true,NoError,false,false,false
test757,5,2,4,1,false,NoError,false,false,true
test758,4,1,4,3,true,NoError,true,true,false
test759,1,2,3,0,true,NoError,true,true,false
test760,3,4,2,1,false,NoError,true,false,true
test761,4,1,5,3,true,NoError,true,true,false
test762,5,2,3,0,true,NoError,true,true,false
test763,2,5,1,1,false,NoError,false,false,true
test764,4,2,5,3,true,NoError,true,true,false
test765,3,3,4,0,false,NoError,false,true,true
test766,3,3,4,0,true,NoError,true,true,false
test767,3,3,5,1,true,NoError,true,true,false
test768,4,1,2,3,false,NoError,false,true,true
test769,5,1,4,2,true,NoError,false,false,false
test770,3,5,3,0,false,NoError,false,false,false
test771,3,1,2,3,true,NoError,true,true,false
test772,4,3,5,2,true,NoError,true,true,false
test773,3,4,1,1,false,NoError,false,false,true
test774,5,3,1,0,false,NoError,false,true,true
test775,4,5,3,3,true,NoError,false,false,true
test776,2,4,3,1,true,NoError,false,false,false
test777,1,5,4,0,true,KotlinCompileError,false,false,false
test778,3,4,4,2,false,NoError,false,false,true
test779,4,5,1,0,false,NoError,true,true,true
test780,3,4,2,0,false,NoError,false,true,true
test781,5,1,3,0,false,NoError,false,true,true
test782,4,2,2,1,true,NoError,true,true,false
test783,1,5,2,2,false,NoError,false,true,false
test784,1,4,5,3,false,NoError,false,false,true
test785,3,1,4,0,false,NoError,false,true,true
test786,1,3,3,0,false,NoError,false,false,true
test787,5,5,4,1,false,NoError,true,true,false
test788,3,5,5,0,true,NoError,true,true,false
test789,5,5,4,1,true,NoError,true,true,false
test790,5,4,4,3,true,NoError,true,true,false
test791,1,4,4,1,true,NoError,true,true,false
test792,5,2,2,2,false,NoError,true,true,false
test793,1,2,2,0,true,NoError,true,true,false
test794,1,4,2,3,true,NoError,true,true,false
test795,1,2,4,2,true,NoError,false,false,false
test796,2,3,5,0,false,NoError,true,true,true
test797,1,4,4,0,true,NoError,true,true,false
test798,3,4,4,2,true,NoError,true,true,true
test799,3,5,2,1,false,NoError,true,true,true
test800,5,5,5,0,false,NoError,true,true,true
test801,2,4,4,1,true,NoError,true,true,false
test802,1,3,1,0,true,NoError,true,true,false
test803,3,1,4,0,false,NoError,true,true,true
test804,2,4,3,2,false,NoError,false,false,true
test805,3,2,5,1,false,NoError,true,true,false
test806,4,4,5,1,true,NoError,true,true,false
test807,5,1,5,3,false,KotlinCompileError,false,false,true
test808,2,1,5,1,false,NoError,true,true,false
test809,1,2,4,2,false,NoError,false,false,false
test810,2,5,3,2,false,KotlinRuntimeError,false,false,true
test811,1,3,3,1,true,NoError,true,true,false
test812,3,2,2,3,false,NoError,false,true,true
test813,5,4,1,3,true,NoError,true,true,false
test814,5,2,5,0,false,NoError,true,false,false
test815,4,2,2,0,false,NoError,false,false,true
test816,1,4,5,1,false,KotlinCompileError,false,false,false
test817,2,1,4,1,false,NoError,false,false,false
test818,5,4,1,0,false,NoError,false,true,true
test819,2,3,5,2,true,NoError,true,true,true
test820,1,2,3,2,false,NoError,false,false,true
test821,1,2,4,3,false,NoError,false,false,false
test822,3,5,2,3,true,NoError,true,true,true
test823,4,3,3,3,true,KotlinRuntimeError,false,false,false
test824,3,4,3,0,true,NoError,true,true,false
test825,4,4,2,1,true,NoError,false,false,false
test826,4,1,5,3,true,NoError,true,true,false
test827,3,4,3,0,true,NoError,true,true,false
test828,1,1,3,0,false,NoError,false,false,false
test829,5,1,2,2,false,NoError,true,false,true
test830,1,5,1,3,true,KotlinCompileError,false,false,false
test831,4,1,3,1,true,NoError,true,true,false
test832,5,1,2,1,true,NoError,true,true,false
test833,1,4,5,3,false,NoError,true,true,true
test834,1,2,5,0,false,GraphError,true,false,true
test835,1,2,1,2,true,NoError,false,false,true
test836,1,4,3,3,false,NoError,false,true,true
test837,3,3,2,1,false,NoError,false,true,true
test838,5,1,5,1,false,NoError,true,true,false
test839,4,3,5,2,false,NoError,true,true,true
test840,5,2,4,2,true,NoError,true,true,true
test841,2,1,3,1,true,NoError,false,false,false
test842,3,5,4,2,true,NoError,true,true,false
test843,3,1,1,3,false,NoError,false,true,true
test844,4,3,2,1,false,NoError,false,true,true
test845,2,1,5,3,false,NoError,true,true,false
test846,1,5,4,2,true,NoError,true,true,true
test847,1,1,3,3,false,NoError,true,true,true
test848,5,2,3,0,true,NoError,true,true,false
test849,4,2,3,0,false,NoError,true,true,true
test850,2,2,2,2,false,NoError,false,true,true
test851,3,2,3,0,false,NoError,true,true,true
test852,2,1,5,2,true,InvalidModelError,true,false,true
test853,3,2,2,1,false,NoError,false,false,false
test854,5,3,2,2,false,NoError,true,true,false
test855,1,4,2,0,false,NoError,true,true,false
test856,1,3,4,3,true,NoError,true,true,true
test857,5,1,5,3,false,GraphError,false,false,false
test858,2,3,2,2,false,NoError,false,true,true
test859,4,5,5,3,false,NoError,true,true,true
test860,4,5,2,3,true,NoError,true,true,true
test861,2,1,1,2,false,NoError,false,true,true
test862,1,4,3,0,true,NoError,true,true,false
test863,1,2,2,2,true,NoError,true,false,true
test864,5,2,1,1,true,NoError,true,true,true
test865,5,3,4,3,true,NoError,true,false,true
test866,2,4,2,1,true,NoError,true,true,false
test867,4,1,1,1,false,NoError,false,false,false
test868,5,4,5,3,false,KotlinCompileError,false,false,true
test869,4,4,5,3,false,NoError,true,true,false
test870,5,4,1,3,true,NoError,true,false,false
test871,4,2,1,2,true,NoError,true,true,true
test872,2,1,2,1,false,NoError,false,false,false
test873,4,1,5,0,true,NoError,true,true,true
test874,4,1,5,1,false,NoError,false,false,true
test875,3,2,3,3,false,NoError,false,false,true
test876,3,5,4,3,true,NoError,true,true,false
test877,3,4,4,1,true,NoError,true,true,false
test878,3,5,5,2,true,NoError,true,true,false
test879,5,1,3,2,false,InvalidModelError,false,false,true
test880,5,2,3,2,false,InvalidModelError,false,false,true
test881,4,5,3,2,true,NoError,true,true,false
test882,5,4,2,2,false,NoError,false,false,true
test883,5,4,4,3,true,InvalidModelError,true,false,true
test884,5,2,3,0,false,KotlinCompileError,false,false,true
test885,2,4,1,1,false,KotlinRuntimeError,false,false,true
test886,5,5,5,1,true,NoError,true,true,false
test887,5,2,1,1,true,NoError,true,true,false
test888,2,5,5,2,true,NoError,false,false,false
test889,5,3,4,0,true,GraphError,true,false,false
test890,5,5,2,3,true,NoError,true,true,false
test891,4,5,5,3,true,NoError,true,true,true
test892,1,2,1,0,false,NoError,false,true,true
test893,4,5,3,2,true,NoError,true,true,false
test894,5,2,2,0,false,NoError,true,true,true
test895,3,4,4,0,true,NoError,true,true,true
test896,3,2,1,1,false,NoError,false,true,true
test897,2,1,1,0,false,NoError,false,false,true
test898,4,4,2,1,true,NoError,true,true,false
test899,5,2,4,3,true,NoError,true,false,false
test900,4,2,3,1,true,KotlinCompileError,false,false,false
test901,3,1,2,1,true,NoError,true,true,false
test902,1,2,5,3,false,NoError,false,true,true
test903,2,5,2,0,false,NoError,false,false,true
test904,5,3,4,2,true,NoError,true,true,false
test905,2,3,5,2,false,NoError,false,true,true
test906,1,5,2,3,true,NoError,true,false,true
test907,5,4,4,1,false,NoError,true,true,false
test908,4,1,3,0,false,KotlinCompileError,false,false,false
test909,1,3,1,1,true,NoError,true,true,false
test910,3,4,3,2,true,NoError,false,false,false
test911,1,2,1,2,true,NoError,false,false,false
test912,4,3,4,3,true,NoError,true,true,false
test913,1,5,1,3,true,NoError,true,true,true
test914,5,5,3,1,true,NoError,true,true,false
test915,5,5,1,2,false,NoError,true,true,true
test916,1,2,2,2,false,NoError,false,false,true
test917,1,5,1,1,false,NoError,false,false,false
test918,1,5,4,3,true,KotlinCompileError,false,false,false
test919,3,4,5,0,true,NoError,true,true,false
test920,1,5,1,3,true,NoError,true,false,true
test921,5,2,1,1,true,NoError,false,false,false
test922,4,1,4,3,true,NoError,true,true,false
test923,3,3,2,1,false,NoError,false,false,true
test924,4,3,5,3,false,NoError,true,true,true
test925,1,2,4,1,false,NoError,false,true,true
test926,2,1,1,0,true,NoError,true,true,false
test927,5,4,5,2,true,NoError,true,true,false
test928,4,5,1,1,true,KotlinCompileError,false,false,true
test929,2,2,2,2,true,NoError,false,false,true
test930,2,4,5,2,true,GraphError,true,false,false
test931,4,5,1,0,false,NoError,false,true,true
test932,4,2,2,3,false,NoError,true,true,true
test933,5,5,2,1,false,NoError,true,true,true
test934,5,2,2,3,false,NoError,false,false,false
test935,4,1,3,1,false,NoError,true,true,true
test936,5,4,3,2,true,NoError,true,true,false
test937,4,4,1,2,true,NoError,true,true,true
test938,1,5,2,3,false,NoError,true,true,true
test939,1,4,3,2,false,NoError,false,false,true
test940,4,4,4,2,true,NoError,true,true,false
test941,5,4,5,0,false,NoError,true,true,true
test942,3,4,3,3,false,NoError,false,true,true
test943,4,3,2,0,true,NoError,true,true,false
test944,4,4,2,0,true,NoError,false,false,false
test945,3,4,3,3,false,NoError,false,true,true
test946,3,2,4,2,true,NoError,true,true,false
test947,4,1,1,2,false,KotlinRuntimeError,false,false,true
test948,1,3,3,1,true,NoError,true,true,false
test949,4,5,5,3,false,GraphError,true,false,true
test950,3,2,5,0,true,NoError,true,true,true
test951,4,2,1,2,false,NoError,false,false,true
test952,5,4,1,2,true,NoError,false,false,false
test953,5,2,1,0,false,NoError,false,true,true
test954,5,3,5,0,true,NoError,true,true,false
test955,4,2,4,2,true,NoError,true,true,false
test956,2,1,5,0,true,NoError,true,true,false
test957,1,4,4,2,false,NoError,false,true,true
test958,3,3,2,3,true,NoError,false,false,false
test959,2,3,3,3,false,NoError,true,false,true
test960,3,4,3,0,true,NoError,true,true,false
test961,3,1,4,2,true,NoError,false,true,false
test962,4,3,2,1,true,NoError,true,false,false
test963,2,1,4,0,false,NoError,false,true,true
test964,3,4,3,1,false,NoError,true,true,false
test965,4,4,5,0,true,GraphError,true,false,false
test966,3,3,5,2,true,NoError,true,false,true
test967,5,2,3,1,true,NoError,true,true,false
test968,1,3,3,2,false,NoError,true,true,true
test969,1,2,4,3,false,KotlinCompileError,false,false,true
test970,3,2,1,2,true,NoError,true,false,true
test971,4,2,4,0,false,NoError,true,true,true
test972,5,4,5,2,true,NoError,false,true,true
test973,4,3,3,3,true,NoError,true,true,false
test974,2,5,2,0,false,NoError,false,false,true
test975,2,2,2,2,true,NoError,false,false,false
test976,2,3,2,3,true,NoError,true,false,true
test977,3,1,5,3,true,NoError,true,true,false
test978,1,4,2,3,false,NoError,false,true,true
test979,4,4,1,2,false,NoError,false,false,false
test980,3,5,5,0,false,NoError,true,true,true
test981,1,2,5,2,false,NoError,false,false,false
test982,4,1,4,0,true,NoError,true,true,false
test983,5,3,2,0,true,NoError,true,true,false
test984,2,5,1,1,true,NoError,true,true,true
test985,1,1,3,1,true,NoError,true,true,false
test986,4,3,1,0,false,NoError,false,true,false
test987,5,5,5,0,false,NoError,true,true,false
test988,1,5,2,3,true,NoError,true,true,false
test989,2,3,1,3,false,NoError,false,true,true
test990,2,2,3,2,true,NoError,false,false,false
test991,5,4,5,1,false,NoError,true,true,false
test992,2,5,1,0,true,NoError,true,true,false
test993,2,5,2,2,false,NoError,true,true,true
test994,5,5,5,3,true,KotlinCompileError,false,false,false
test995,3,2,3,1,false,NoError,false,false,false
test996,2,1,5,0,true,NoError,true,true,false
test997,4,4,5,3,false,NoError,false,true,true
test998,4,2,5,2,true,NoError,true,true,true
test999,2,1,2,0,true,NoError,true,true,false
test1000,1,5,3,3,true,NoError,true,true,false
